date_posted,age,county,religion,tweet_text
04/06/2018,58,Galway,Catholic,wickedfairysad journalist fight war comfort desk search truth justice truth sinn fein will not stop day new article publish sinn fein
15/10/2018,32,Westmeath,Atheist,annoying listen colmbrophytd clare byrne   rteradio continuously interrupt pearsedoherty unbalanced chairing finegael obviously threaten sinnfein policy pearse doherty fair play
11/03/2019,61,Derry,Atheist,"imagine have pearsedoherty sinn féin finance minister think worker € highincome earner 

 tax relief ordinary worker borrow tax todaycb"
20/02/2018,31,Limerick,Protestant,"sinn féin housing spokesperson eobroin   visit cork week meet range different group involve housing 

 message day clear high time government start stand people cork housing need city"
12/08/2016,20,Laois,Catholic,el histórico ascenso del sinn féin remueve el tablero político irlandés   internacional
02/12/2016,34,Laois,Catholic,sinn féin mlas desert minister legal advice dup abstention force   retract
02/05/2022,38,Fermanagh,Protestant,kilclooneyjohn alexkaneb lord looney hell u turn tweet uup vs duptuv sinn fein tweet lol u need stop drink evening silly
19/10/2019,22,Antrim,Catholic,steveaikenuup sinnfeinireland thing uup achieve   legitimise sinn feinira
06/01/2022,21,Cavan,Catholic,piss sinn fein ira legal team compensation courtesy british tax payer
06/03/2021,19,Roscommon,Atheist,sinn fein minister deirdre hargey accuse fail football club northern ireland stadia funding delay
07/11/2017,64,Waterford,Catholic,mcmanusdavid sinn féin cause not
01/06/2014,57,Cavan,Atheist,today    eamon de valera resign head sinn féin
02/08/2022,63,Wexford,Atheist,michealmartintd stay quiet   sinn fein will
04/02/2014,59,Limerick,Protestant,timmckane worth remember   sinn féin party af resignation party make lot noise week decision scrap irish language fund push edge
06/03/2017,51,Kildare,Protestant,edbrophy irelandthink see fianna fáilisation sinn féin
10/11/2014,29,Laois,Protestant,"📻 sinn féin spokesperson disability carer paulinetullytd live patkennynt friday forum today newstalkfm 

 listen   pknt"
26/03/2015,46,Leitrim,Protestant,timmckane conor murphy excellent night totally brief   sinn fein forefront upcoming election campaign
30/07/2015,49,Roscommon,Atheist,"chrisadonnelly sinn fein bring stormont dup mishandle rhi impact significantly north block grant 
 wreckless bail presbyterian mutual society example dup incompetence bail institution fail protect saver fund"
24/10/2022,24,Limerick,Protestant,sinn féin power policy achievable work
22/05/2019,28,Longford,Protestant,timmckane good lord folk like hold sinn fein account suppose dup fault stormont collapse time sfira find assembly gather intelligence enemy
26/07/2018,36,Laois,Protestant,sinn féin deirdre hargey try spin delay month winter fuel support payment response ukraine crisis appal angry motorist thrash pensioner single parent survive foodbank consequence
27/02/2017,33,Limerick,Protestant,wonder sinn fein stephennolan
24/12/2021,28,Clare,Protestant,mooreholmes sinn fein rent free
19/06/2019,59,Kilkenny,Atheist,"📻 sinn féin spokesperson finance pearsedoherty live todaywithclaire morning rteradio 

 listen   todaycb"
12/02/2014,27,Tyrone,Catholic,moneillsf belfastprod   ira peadofile child rapist send south gerry adam conflict pressure gerry eventually give list authority south escape justice flee america sinn fein apoligise child abuse industrial scale
31/07/2017,59,Cavan,Protestant,paisleyjnr steadyeddie newryarmaghsf bbctheview agree voter normally not vote sinn feinbut nowa lot people not like compare crocodile
10/03/2013,27,Kilkenny,Catholic,ageingbull daireo gov pay advocate tax need elect subsidy grant special deal provisional sinn fein want increase tax book research contradict research cognitivedissonance
26/06/2015,63,Carlow,Other,kelmba dup solely responsible integrate education bill prove progressive force north pbpsinn féinsdlp ap shame unionism
14/10/2013,47,Kildare,Other,greenjennyjone thegreenparty   party field candidate   form majority govt   tory labour liberal democrats amp green wale scotland amp nireland plaid cymru snp amp sinn fein lead opposition locallyfocuse independent progressive politic involve
08/06/2019,29,Down,Protestant,"sinn fein walk ni assembly recall party member public dup stop westminster force abortion 

 sdlp walk chamber call publicity stunt   little baby dead"
21/03/2018,24,Monaghan,Other,"timmckane sinn fein 
 sinn fein 
 sinn fein 

 hear nolan dup prevent spend £ support budget 

 possible nolan hold dup acct 

 nolans head explode s nationalist st minister   month time"
04/08/2022,55,Louth,Protestant,sinn féin power policy achievable work
26/12/2014,28,Wicklow,Catholic,"timmckane daft tim 

 sinn fein complaint rhi foster leadership grievance procedure follow 

 procedure include collapse assembly"
20/09/2017,64,Wexford,Protestant,get electric picnic ticket raise question control sinn féin voter right worry
23/05/2015,23,Offaly,Catholic,weephilip jamiebrysoncpni 😂 😂 😂 😂 dup   evil sinn fein ira   good right 🙄 unionist freeze 🤔 word weather man woman non gender bio people one not know feck   discriminate like     👍
07/03/2014,24,Longford,Catholic,commentator gloss fact sinn fein walk year heating contract   pull government dup leave minister place stephennolan
23/08/2018,36,Tipperary,Protestant,stephennolan seriously lay door sinn fein dup end   minute admit pull assembly rid protocol entirely futile exercise
25/03/2016,45,Galway,Catholic,sinn fein walk government nolan get month show rhi
29/03/2017,26,Waterford,Protestant,lbgambnireland   derelict housing brownfield site available great shankill area amp housing plan foreseeable future s secterianism gerrymander work sinn fein communities dept
21/02/2014,21,Tipperary,Protestant,budget approve sinn fein walk year forget thisstephennolan bbcnewsni niexecutive beltel
28/09/2022,25,Kilkenny,Protestant,redbrickedslum party link paramilitary irish time sidestep ag assessment continued existence socalled army council overall control sinn féin
19/01/2018,41,Meath,Atheist,jonburrow newly form psnira nah   sinn fein play thing
17/12/2014,18,Roscommon,Other,"jonathanmallon sinnfeinireland paulinetullytd inclusionire   dup minister education portfolio sinn féin hold point validity whatsoever 
 deirdre hargey m sure   housing executive tenant rent frozen disappointed 
"
12/09/2022,32,Laois,Other,richardtgarland sinn féin trade alternative fact decade increase number people vote ireland sf future dark place figuratively literally
26/07/2016,42,Wicklow,Catholic,sinn féin will not work hard election sit let touch unionist like yesterdays man john work northernireland
13/09/2015,24,Waterford,Other,neasaneasa hold strong sinn fein opportunity blow leadership
14/01/2017,18,Westmeath,Catholic,"brother wolfe tone briscoe name theobald wolfe tone 

 briscoe active ira sinn féin irish war independence speak sinn féin cause public meeting adamant hebrew lessen irishness"
27/07/2022,53,Galway,Protestant,kirleyyvonne northernirela try tell sinn fein ira agressuve nationalist party flase peace process dead
14/09/2019,36,Monaghan,Protestant,johnfinucane sorry john political point scoring cheap turn clock year sinn fein   party convict terrorist board   not care citizen   year violence   year party walk away powershare
16/03/2019,65,Leitrim,Other,jamiebrysoncpni glimpse sinn fein eye integrate school culture war like irish language theirrepublican struggle kelmba 😳
24/10/2022,50,Sligo,Protestant,irish govt politician play year 🤔 sinn fein act opposition neutrality vs new global reality pressure come eu govts prepared govt boost defence spending retention capability gap
21/07/2018,23,Meath,Catholic,help politic progress progressive way think time sinn fein ira announce date denounce association ira past apoligise victim hurt inflict stop glorify commemorate terrorist past
13/08/2014,26,Meath,Protestant,sense relief click irish time article headline like sinn fein not trust subscriber
22/07/2018,40,Donegal,Catholic,timmckane yeah dup party go stormout   hate nationalist   like sinn fein good job work 👏 👏
30/04/2021,51,Monaghan,Other,sinn féin power policy achievable work
14/09/2017,50,Kildare,Other,📻 sinn féin pearsedoherty live neilredfm   morning discuss soar fuel price escalate cost living crisis tune
27/08/2014,55,Donegal,Protestant,jamiebrysoncpni mind work sinn fein remember right daithi mckay work
09/08/2018,48,Cavan,Other,richardtgarland read pegnally thread m allocate department late   new money alleviate need sinn fein red herring return sf line like pray mantis
18/03/2015,23,Down,Protestant,comment sampp   irish election suggest sinn fein policy view internationally radical departure sf power stormont bear outslogans yes substance   irishtime
07/08/2021,26,Louth,Catholic,armscache ekg sinn fein policy think statement popular minute
01/02/2016,24,Kilkenny,Protestant,carmic channeluk sinn fein wtf case notice majority scot support indy crazy talk
31/12/2018,31,Carlow,Atheist,doubt denis donaldson fairly senior sinn féin figure recruit security service likely people sinn féin right stir uneasily hope subject disappear headline quickly
13/02/2016,50,Louth,Protestant,"johnfinucane pot kettle black 

 tell dup amp public sinn féin threaten collapse executive actually collapse like future issue leg stand"
28/01/2019,52,Longford,Protestant,"moneillsf pot kettle black 

 tell dup amp public sinn féin threaten collapse executive actually collapse like future issue leg stand"
09/08/2017,19,Kildare,Protestant,timmckane let sinn fein hook slightly tim wrong wrong sf take decision
04/12/2018,32,Offaly,Protestant,"country moneillsf sinn fein blame current dup pathetic mess 

  leader year absolute turmoil infighting 

 sound angry vote dup 

 oh 

 good 👍"
15/10/2016,55,Armagh,Protestant,bad line take ni electoral politic dup excuse damage ve ni collapse executive say sinn fein
30/07/2021,43,Kildare,Catholic,pearsedoherty think week sinn fein destine opposition bench   year   lead pearsedoherty   instance lack leadership
30/11/2014,37,Derry,Protestant,sammy wilson confuse ukraine sinn fein house common
30/08/2016,58,Monaghan,Other,sinn fein big rhetoric big fact
09/10/2017,42,Derry,Catholic,evang ograsf maryloumcdonald fight imperialist nazi accord ogra sinn féin
28/02/2021,37,Laois,Protestant,yeaahhh sinn feiner win small poll like people think want let support ukrainian people resist putin russian people revolt putin   sinn fein
12/01/2021,45,Meath,Protestant,"sinn fein choose international woman day day come publicly state believe td believe máiría cahill paudie mcgahon 

 trustwoman"
20/10/2022,54,Waterford,Atheist,"sinn féin power policy achievable work 
 irishtime 
"
26/08/2020,53,Laois,Catholic,"sinn féin power policy achievable work 
 irishtime 
"
04/03/2018,57,Kildare,Atheist,"time russian embassador ireland expel 
 aontú finegael sinnfein"
30/11/2022,46,Kerry,Other,"lordcarsonw richardtgarland criticise sinn féin   year ago help present circumstance 

 wrong amp dup wrong"
05/11/2017,54,Waterford,Atheist,break headline sinn féin power policy achievable work
16/11/2019,25,Waterford,Atheist,caulmick pearsedoherty sinn fein support eu world wide sanction russia result energy crisis appear
23/08/2020,27,Antrim,Catholic,notkavi sinn fein
21/02/2018,26,Donegal,Catholic,richardtgarland probably file alongside sinn féin criticism breach covid guidance
01/05/2016,61,Wexford,Catholic,sinn féin mlas desert minister legal advice dup abstention force   retract
15/09/2021,34,Meath,Protestant,samstrike sharkozero know weak seamus finnegan sinn fein say
25/04/2015,26,Louth,Catholic,joy not believe m go join sinn fein
19/07/2022,22,Antrim,Protestant,johnmcgahon brilliant opposition actually manage publicity sinn fein talk plan request write craziness go irish govt
20/05/2016,31,Mayo,Catholic,"suzyjourno negative unionism busted flush 
 politician boycott disrupt devolution big force unity sinn fein 
 moneillsf conormurphysf johnodowdsf struggle straight face go work"
